x,y
0.503175072,0.501656998
0.44636005,0.50073733
0.509080725,0.512574107
0.408707673,0.498490646
0.438891951,0.506445832
0.501282314,0.537620504
0.503369695,0.586684568
0.526880958,0.556247068
0.533503543,0.541523685
0.545979454,0.629368219
0.52069973,0.511804402
0.569698292,0.558274562
0.566676213,0.573592936
0.551093646,0.540882154
0.57703009,0.546118402
0.571284192,0.522314537
0.545772501,0.574189252
0.539827051,0.559918426
0.573527581,0.552443643
0.565449414,0.594531526
0.610156953,0.570738943
0.56940868,0.569934483
0.555735448,0.568504926
0.586208896,0.504603252
0.615887999,0.50240401
0.599591931,0.52693508
0.556090236,0.536559475
0.547552825,0.512432898
0.573980868,0.497921163
0.534262663,0.528776333
0.590351968,0.53057322
0.545115993,0.506635966
0.571803019,0.449139372
0.533949956,0.50525947
0.536132527,0.526996879
0.484991212,0.509390082
0.538348582,0.476463895
0.559012644,0.498917856
0.523173112,0.510252537
0.554633911,0.492070312
0.542722812,0.514846669
0.642118459,0.56145096
0.589111172,0.598529039
0.596247009,0.531613633
0.585941345,0.601950036
0.589697296,0.596561667
0.564951178,0.568057409
0.706737934,0.679691261
0.687811669,0.669663285
0.69118111,0.68937689
0.640733548,0.635618119
0.697345778,0.717508012
0.672647359,0.692075595
0.672723183,0.748389066
0.69794133,0.748427898
0.71436651,0.712413557
0.694750513,0.721288734
0.676908794,0.752128619
0.763923866,0.734222524
0.70012728,0.798569703
0.69697241,0.73798737
0.695290015,0.735095069
0.734444666,0.744877334
0.725133225,0.768578317
0.694228611,0.729565574
0.674511552,0.657902422
0.665126876,0.709022337
0.662234776,0.682858794
0.682281192,0.691798968
0.706409653,0.740490685
0.677499796,0.762652295
0.515449446,0.530438078
0.434981986,0.528503276
0.471750591,0.564271825
0.477207483,0.525526745
0.430316418,0.486446934
0.444891645,0.521971708
0.383802641,0.41997114
0.354529413,0.425784759
0.333593918,0.443436096
0.379885704,0.391647987
0.347143043,0.406517613
0.36021422,0.444921574
0.307748162,0.36591626
0.339588837,0.328673957
0.362759174,0.380617203
0.36316195,0.401274543
0.318819502,0.41178818
0.336963219,0.397932336
0.300157948,0.357474856
0.367181426,0.348976474
0.280952039,0.34633434
0.320599936,0.329477424
0.323703669,0.346880063
0.329754595,0.342150463
0.271911504,0.31812548
0.243229215,0.325808962
0.299311935,0.292665538
0.224063562,0.315500256
0.2932839,0.276079842
0.292799205,0.294010876
0.210806976,0.288779658
0.249519993,0.281257037
0.277881975,0.271532624
0.230657605,0.260097994
0.219637749,0.296380262
0.228004162,0.275245495
0.249448275,0.233511075
0.178209765,0.244454883
0.226645729,0.238413896
0.224149767,0.278092916
0.220475689,0.283826284
0.226860767,0.237492938
0.183093653,0.245696121
0.210703553,0.247376448
0.192252977,0.243492691
0.16073542,0.236336979
0.181139351,0.227336419
0.21724534,0.221010359
0.14909184,0.146356661
0.170043794,0.186485221
0.132779973,0.135865444
0.182054463,0.13722488
0.151318039,0.151491922
0.121389629,0.173875046
0.666598553,0.955217001
0.626979516,0.937569285
0.691778981,0.942679269
0.604626978,0.911644238
0.629675362,0.848321762
0.666256227,0.931907515
0.650996306,0.937406764
0.657651925,0.892952337
0.688332257,0.897233865
0.674105404,0.890229493
0.690955008,0.895167029
0.687683128,0.890725169
0.656927866,0.910953647
0.692256857,0.91264221
0.713957233,0.900705252
0.696273732,0.870952343
0.706153883,0.904777217
0.704528176,0.84732802
0.405189048,0.65411598
0.418617996,0.607580073
0.416274152,0.60813057
0.406791369,0.626705328
0.407469892,0.617719484
0.375552018,0.60476622
