x,y,class
0.387379938,0.060421082,C2
0.379478281,0.085479713,C2
0.374120485,0.129365943,C2
0.381606787,0.092150405,C2
0.360631835,0.132706479,C2
0.366738863,0.150019531,C2
0.332584247,0.119594243,C2
0.290176376,0.128403225,C2
0.32883783,0.194196959,C2
0.349520066,0.178437137,C2
0.336422611,0.193547574,C2
0.284546495,0.223972096,C2
0.323307506,0.168947316,C2
0.304484791,0.197065857,C2
0.284020822,0.195860055,C2
0.352946129,0.254625177,C2
0.34073178,0.218840419,C2
0.331650303,0.209310172,C2
0.277405542,0.183669965,C2
0.368685468,0.26360298,C2
0.291784797,0.20081621,C2
0.289552173,0.289631795,C2
0.303162569,0.320799975,C2
0.357551837,0.254496847,C2
0.318544066,0.341573041,C2
0.35858031,0.235221118,C2
0.304694427,0.315579357,C2
0.311808136,0.312110377,C2
0.359360185,0.304393912,C2
0.396399577,0.362434668,C2
0.291944849,0.348482546,C2
0.345557375,0.296347949,C2
0.31402732,0.320121139,C2
0.362967304,0.379344721,C2
0.344088878,0.304062791,C2
0.317092012,0.302616829,C2
0.409140863,0.349138958,C2
0.348703158,0.372686353,C2
0.38986346,0.381292958,C2
0.402747659,0.357858417,C2
0.439185005,0.381459741,C2
0.355611082,0.475521106,C2
0.402357414,0.376511482,C2
0.397623846,0.373994413,C2
0.44994844,0.476893771,C2
0.392725201,0.457073102,C2
0.441018654,0.42138935,C2
0.407598575,0.482866787,C2
0.433880224,0.422555883,C2
0.445945816,0.482883327,C2
0.515491452,0.513834369,C2
0.546240151,0.55524042,C2
0.442579303,0.462342589,C2
0.488657786,0.521379749,C2
0.540811822,0.518293174,C2
0.585529497,0.511568802,C2
0.523140949,0.572063302,C2
0.547819725,0.56552119,C2
0.584925735,0.637791497,C2
0.539079354,0.597455861,C2
0.602448444,0.640816381,C2
0.605880095,0.625071558,C2
0.615348765,0.67531134,C2
0.664051075,0.686316301,C2
0.609394846,0.704106927,C2
0.675713084,0.663829412,C2
0.675626646,0.728390868,C2
0.655113397,0.637336321,C2
0.733494566,0.679676921,C2
0.785696208,0.718623121,C2
0.801984927,0.668301615,C2
0.75030946,0.679855072,C2
0.758205712,0.710358779,C2
0.714954955,0.753916006,C2
0.817377586,0.554316233,C2
0.815150579,0.662396916,C2
0.767487322,0.693761992,C2
0.796149863,0.583832159,C2
0.870467308,0.629366584,C2
0.893136228,0.591519184,C2
0.783786102,0.406391236,C2
0.74086137,0.390015011,C2
0.782199845,0.420656885,C2
0.807871506,0.477949913,C2
0.753572514,0.44292106,C2
0.826716986,0.398134842,C2
0.649092063,0.227689969,C2
0.720532095,0.323925222,C2
0.715961405,0.23129724,C2
0.651265644,0.196982156,C2
0.72274391,0.250812409,C2
0.664362985,0.255278755,C2
0.547738407,0.202840595,C2
0.558472915,0.19136233,C2
0.614483052,0.179262424,C2
0.537499912,0.143869655,C2
0.513707712,0.14904494,C2
0.619049764,0.156178916,C2
0.479566077,0.144392774,C2
0.507433952,0.136703307,C2
0.493333556,0.176459377,C2
0.527329865,0.141053187,C2
0.499881607,0.173761487,C2
0.514672262,0.210433215,C2
0.487802907,0.209700133,C2
0.471314728,0.266250755,C2
0.478994402,0.238010721,C2
0.524146133,0.309508166,C2
0.442686153,0.261876968,C2
0.516806139,0.272374697,C2
0.497399212,0.422216714,C2
0.601432488,0.360063651,C2
0.566992178,0.364656484,C2
0.545681481,0.421373634,C2
0.565847662,0.409639725,C2
0.527159891,0.385192107,C2
0.682847362,0.491930611,C2
0.584192951,0.495203789,C2
0.610829044,0.452366555,C2
0.717810352,0.55077605,C2
0.586791107,0.540584179,C2
0.633752334,0.584284777,C2
0.647878146,0.513347883,C2
0.657207552,0.567134982,C2
0.647029872,0.565390185,C2
0.658497932,0.514102911,C2
0.706983119,0.570121195,C2
0.698360313,0.529840205,C2
0.70121927,0.430781461,C2
0.621190445,0.568875197,C2
0.636197753,0.546131713,C2
0.631698293,0.534537535,C2
0.667025138,0.62000592,C2
0.705727326,0.56035133,C2
0.649584085,0.429821595,C2
0.618085529,0.457712715,C2
0.577783101,0.392135129,C2
0.652864866,0.383099942,C2
0.608522315,0.401876551,C2
0.594322989,0.383664333,C2
0.459009399,0.265734349,C2
0.495630839,0.267557807,C2
0.439941334,0.253909523,C2
0.51604998,0.267477197,C2
0.501865795,0.272465955,C2
0.495072148,0.253101377,C2
0.398431428,0.212049232,C2
0.349821858,0.20726311,C2
0.406328646,0.200742944,C2
0.349890397,0.195522064,C2
0.31801566,0.166269952,C2
0.381862437,0.156751709,C2
0.301117423,0.067683335,C2
0.279573663,0.151541726,C2
0.246588235,0.121828882,C2
0.259680716,0.140066127,C2
0.267391491,0.11120107,C2
0.309102004,0.190576579,C2
0.225940553,0.209693465,C2
0.201514155,0.141138941,C2
0.225502286,0.179004124,C2
0.255381045,0.144302633,C2
0.225270025,0.161683054,C2
0.258462125,0.217232643,C2
0.263372506,0.216313468,C2
0.231433148,0.260140639,C2
0.182510619,0.242730266,C2
0.272066735,0.218467331,C2
0.306771563,0.262837754,C2
0.199868459,0.239632091,C2
0.336862403,0.36464765,C2
0.386599866,0.301922206,C2
0.396491414,0.327497075,C2
0.326830845,0.384507472,C2
0.270528524,0.40269875,C2
0.317228855,0.299504957,C2
0.407238067,0.476574573,C2
0.367397462,0.486431015,C2
0.374686941,0.426067365,C2
0.415052044,0.456927748,C2
0.411372197,0.443831927,C2
0.368673448,0.480991709,C2
0.414762436,0.53636696,C2
0.441072713,0.511030232,C2
0.452731224,0.559819455,C2
0.4994179,0.553887565,C2
0.451879771,0.523156564,C2
0.399423389,0.533044873,C2
0.525534222,0.587523167,C2
0.477600405,0.599254257,C2
0.461539416,0.554291744,C2
0.4771521,0.639727242,C2
0.498903642,0.603761651,C2
0.489866212,0.582436053,C2
0.556463599,0.658240613,C2
0.570450371,0.598997311,C2
0.53072912,0.699611778,C2
0.562331327,0.626229636,C2
0.564208704,0.659211548,C2
0.486090673,0.686669226,C2
0.604952979,0.683341945,C2
0.591296519,0.721550171,C2
0.619542715,0.699322885,C2
0.619455664,0.67911562,C2
0.599102276,0.720083957,C2
0.617215885,0.707105669,C2
0.542548869,0.754388537,C2
0.650892776,0.752124246,C2
0.610576201,0.761884546,C2
0.648757326,0.752563045,C2
0.631315145,0.73375714,C2
0.679792231,0.781245827,C2
0.745703942,0.737874704,C2
0.691590342,0.725642918,C2
0.713555401,0.740441694,C2
0.647125315,0.747635166,C2
0.693661689,0.768448824,C2
0.7042004,0.701535401,C2
0.647603774,0.723719617,C2
0.651587726,0.694663394,C2
0.693038301,0.773711297,C2
0.638172032,0.809775892,C2
0.691877983,0.770968793,C2
0.69003036,0.710745741,C2
0.723198011,0.755482617,C2
0.65286849,0.757811285,C2
0.737479167,0.812100501,C2
0.714648411,0.822620289,C2
0.714839603,0.801432405,C2
0.6954133,0.749665435,C2
0.724510534,0.81777726,C2
0.66140461,0.750726958,C2
0.733911231,0.740515106,C2
0.718931753,0.738750207,C2
0.682458066,0.753515815,C2
0.731309225,0.775042323,C2
0.668273184,0.741837922,C2
0.657750469,0.76759124,C2
0.693699561,0.773567476,C2
0.629936031,0.715244328,C2
0.65512018,0.790683021,C2
0.649032886,0.842163447,C2
0.648119637,0.717185357,C2
0.718548546,0.718588247,C2
0.674419866,0.789616713,C2
0.600535589,0.804814963,C2
0.648226492,0.793515702,C2
0.585988286,0.755943551,C2
0.58196636,0.673785657,C2
0.581674114,0.782082301,C2
0.615664388,0.723037676,C2
0.581104466,0.761656005,C2
0.62324074,0.745457332,C2
0.564180061,0.70908757,C2
0.56844464,0.688582194,C2
0.560621921,0.704368109,C2
0.573399416,0.643411819,C2
0.544663891,0.7219603,C2
0.612542814,0.667120915,C2
0.568657292,0.646918657,C2
0.188268044,0.14076739,C2
0.255433834,0.193950699,C2
0.215457753,0.165098085,C2
0.187036902,0.129338805,C2
0.219040189,0.204542873,C2
0.216757591,0.169280882,C2
0.127542417,0.203004966,C2
0.181673896,0.166721136,C2
0.168113239,0.19935124,C2
0.173562883,0.177045873,C2
0.171956856,0.197408379,C2
0.183039368,0.226761291,C2
0.310185489,0.336435973,C2
0.310088296,0.270947409,C2
0.298444296,0.372787197,C2
0.291793777,0.353275155,C2
0.355452566,0.270029117,C2
0.273660426,0.289670234,C2
0.379763689,0.358853885,C2
0.365241489,0.426351596,C2
0.381530132,0.361348757,C2
0.390337601,0.373186844,C2
0.438271681,0.315227273,C2
0.370172074,0.322878212,C2
0.527661902,0.465345829,C2
0.530146648,0.440204097,C2
0.49672979,0.468066513,C2
0.436356383,0.459094301,C2
0.51392605,0.469591357,C2
0.449822331,0.426743651,C2
0.604553671,0.324505673,C2
0.587610881,0.292479484,C2
0.618378696,0.329556383,C2
0.567235845,0.375054672,C2
0.605253359,0.400924232,C2
0.560682529,0.331214635,C2
0.556506703,0.285384714,C2
0.581394067,0.318685705,C2
0.510096785,0.317531612,C2
0.588805083,0.332385606,C2
0.462846743,0.314712243,C2
0.500725052,0.324695223,C2
0.570472353,0.316022261,C2
0.573091812,0.377592852,C2
0.602596142,0.339396774,C2
0.610906837,0.32092037,C2
0.626562881,0.431156649,C2
0.594839307,0.283625584,C2
0.740980561,0.51018203,C2
0.737188148,0.529405087,C2
0.717633554,0.488356262,C2
0.750181248,0.49492724,C2
0.74297071,0.465055724,C2
0.710956039,0.530153406,C2
0.719979044,0.561255098,C2
0.762269905,0.551874979,C2
0.752132598,0.604691145,C2
0.808236177,0.574833787,C2
0.757101089,0.573824268,C2
0.739942523,0.572030314,C2
0.51578014,0.301625046,C2
0.553024504,0.298865213,C2
0.532574537,0.329649301,C2
0.477984174,0.341726973,C2
0.46727056,0.311450484,C2
0.500435164,0.29323968,C2
0.709342203,0.647627314,C2
0.779728781,0.649882231,C2
0.722962068,0.619843324,C2
0.756451669,0.547690735,C2
0.708949787,0.618115957,C2
0.711688698,0.645394273,C2
0.259305921,0.575731596,C1
0.326264189,0.53441246,C1
0.352195562,0.56258998,C1
0.307220463,0.576813892,C1
0.346700682,0.553996983,C1
0.331753419,0.582579078,C1
0.36775196,0.733342306,C1
0.301233012,0.77987166,C1
0.310187787,0.695899385,C1
0.297255189,0.784164675,C1
0.301968539,0.777402801,C1
0.270914587,0.741632752,C1
0.496021304,0.790319576,C1
0.472270696,0.77773545,C1
0.476499015,0.802474091,C1
0.41319227,0.735012104,C1
0.484235069,0.837775892,C1
0.453240975,0.805860701,C1
0.544505431,0.927150759,C1
0.576151733,0.927199489,C1
0.596763724,0.882005021,C1
0.572147571,0.893142499,C1
0.549757963,0.931843531,C1
0.658953347,0.909373138,C1
0.417871744,0.95115195,C1
0.413912692,0.875127062,C1
0.411801451,0.871497508,C1
0.4609367,0.883773291,C1
0.449251753,0.913515701,C1
0.410469493,0.864558533,C1
0.524865778,0.836873779,C1
0.51308893,0.90102426,C1
0.509459628,0.868191578,C1
0.534615914,0.87941062,C1
0.564894767,0.940513952,C1
0.528615732,0.9683246,C1
0.622700573,0.881132324,C1
0.521721799,0.878704338,C1
0.567862794,0.923590359,C1
0.574710659,0.874969083,C1
0.515866969,0.825927751,C1
0.53415745,0.87050786,C1
0.589936853,0.827348776,C1
0.553201822,0.834644297,C1
0.526929827,0.856794996,C1
0.585021481,0.791805996,C1
0.543932651,0.810465919,C1
0.560335698,0.858659124,C1
0.372510554,0.874786695,C1
0.41246748,0.828051255,C1
0.441543982,0.893234936,C1
0.442049425,0.919157873,C1
0.386404001,0.932351456,C1
0.409172587,0.914963731,C1
0.591934017,0.644736546,C1
0.676041911,0.63407191,C1
0.567832484,0.630756291,C1
0.617586708,0.609602514,C1
0.621481588,0.63144112,C1
0.629074907,0.625505936,C1
0.681964559,0.758875037,C1
0.645971098,0.768517054,C1
0.716349414,0.726925306,C1
0.621920084,0.755580638,C1
0.708784821,0.706111883,C1
0.708176577,0.728613573,C1
0.64448453,0.823491215,C1
0.693065571,0.814051063,C1
0.728657078,0.801847878,C1
0.669395123,0.787498539,C1
0.655566284,0.833029228,C1
0.666065312,0.806507167,C1
0.294254499,0.181368725,C1
0.204857154,0.195102131,C1
0.26563954,0.187521285,C1
0.262507353,0.237314565,C1
0.257896745,0.244509379,C1
0.265909392,0.186365572,C1
0.163482909,0.157519491,C1
0.198130627,0.159628137,C1
0.174976963,0.154754403,C1
0.13542552,0.145774686,C1
0.161030451,0.134479865,C1
0.206339928,0.12654128,C1
0.149985709,0.241512054,C1
0.176278358,0.291869463,C1
0.129515916,0.228346606,C1
0.191350569,0.230052564,C1
0.15277937,0.247956304,C1
0.11522215,0.276044929,C1
0.152978777,0.333107911,C1
0.103260769,0.310961758,C1
0.184577746,0.317374286,C1
0.075210526,0.278428365,C1
0.106643792,0.198964866,C1
0.152549191,0.303856791,C1
0.259262256,0.321249891,C1
0.267614405,0.265463943,C1
0.306115214,0.270836841,C1
0.288261908,0.262047041,C1
0.309406509,0.268243165,C1
0.30530062,0.262669066,C1
0.417274195,0.531492737,C1
0.461608615,0.533611717,C1
0.488840459,0.518632005,C1
0.466649399,0.481295022,C1
0.479048019,0.523741923,C1
0.477007916,0.451648812,C1
0.549844124,0.660968318,C1
0.566696137,0.602570318,C1
0.563754843,0.603261137,C1
0.55185488,0.626570638,C1
0.552706361,0.615294285,C1
0.512652557,0.599039208,C1
0.553182297,0.571415198,C1
0.591972824,0.557234782,C1
0.574236707,0.577929372,C1
0.529004663,0.541076973,C1
0.53616287,0.558602456,C1
0.558519138,0.615047505,C1
0.365571011,0.402379784,C1
0.425647508,0.457577677,C1
0.347192447,0.438679214,C1
0.434781907,0.441361878,C1
0.380969736,0.487134277,C1
0.359079453,0.473177674,C1
0.628428093,0.748711164,C1
0.626095421,0.70876523,C1
0.616848412,0.696567413,C1
0.621123229,0.717167768,C1
0.624649617,0.751727734,C1
0.673091381,0.654555635,C1
0.439517073,0.322428518,C1
0.397698151,0.379623141,C1
0.413231571,0.385763382,C1
0.370778848,0.337420921,C1
0.479024514,0.318571867,C1
0.378660909,0.272706775,C1
0.425503426,0.31648088,C1
0.49215866,0.380409411,C1
0.469298917,0.434644576,C1
0.412042175,0.366398923,C1
0.441728397,0.372410259,C1
0.513089575,0.391103928,C1
0.452909771,0.277920086,C2
0.42886391,0.362802907,C2
0.400862299,0.340002229,C2
0.517822942,0.287444567,C2
0.396722411,0.279604501,C2
0.419724915,0.318595418,C2
0.463763893,0.291118896,C2
0.486466613,0.381847671,C2
0.455829509,0.362350179,C2
0.496646034,0.461367583,C2
0.496208741,0.347099857,C2
0.473236357,0.36246721,C2
0.520840332,0.466994675,C2
0.58692586,0.466570174,C2
0.523154142,0.45670338,C2
0.545392413,0.448093464,C2
0.544607253,0.49702111,C2
0.451671689,0.387751443,C2
0.583784922,0.58514809,C2
0.603030793,0.514639001,C2
0.620085768,0.519336265,C2
0.581357965,0.594877361,C2
0.575028869,0.510938073,C2
0.605492917,0.53626656,C2
0.650366902,0.563529828,C2
0.682980424,0.57782344,C2
0.685513861,0.567293626,C2
0.623061893,0.57830576,C2
0.677858948,0.542213029,C2
0.70525486,0.607992012,C2
0.562384735,0.511162944,C2
0.630370354,0.481772047,C2
0.590098173,0.499368989,C2
0.620697572,0.502559102,C2
0.61501722,0.507502524,C2
0.629306066,0.546525975,C2
0.583224265,0.387219678,C2
0.570888441,0.407564456,C2
0.56344339,0.357373947,C2
0.60180616,0.443753123,C2
0.623412565,0.439402594,C2
0.596521173,0.39350752,C2
0.492251235,0.221654369,C2
0.482671676,0.220138697,C2
0.528504769,0.284836545,C2
0.437697691,0.238813454,C2
0.453907543,0.225192341,C2
0.490057041,0.291842313,C2
0.424074947,0.21185636,C2
0.483045063,0.226321069,C2
0.45742643,0.189383151,C2
0.460063303,0.218749683,C2
0.424170201,0.212383379,C2
0.478359672,0.23003088,C2
0.370379058,0.256689322,C2
0.396145463,0.231209991,C2
0.455595898,0.2450707,C2
0.389950967,0.221512075,C2
0.383004521,0.261197669,C2
0.371333198,0.203540643,C2
0.615611187,0.327110397,C2
0.665581516,0.335828145,C2
0.651024999,0.27447043,C2
0.632234166,0.26904747,C2
0.647768053,0.325987377,C2
0.633544951,0.276487291,C2
0.643397934,0.43891167,C2
0.721770315,0.422310058,C2
0.695234824,0.391853312,C2
0.67433916,0.411438662,C2
0.666801834,0.385622512,C2
0.697937586,0.40788744,C2
0.700610769,0.524245796,C2
0.700682572,0.462759932,C2
0.689664114,0.515976742,C2
0.692465459,0.547876827,C2
0.682873302,0.532179951,C2
0.665247742,0.505621498,C2
0.761226375,0.685153318,C2
0.760420142,0.69237963,C2
0.870825249,0.660571538,C2
0.704955974,0.695825509,C2
0.713268992,0.668877356,C2
0.75789435,0.633719696,C2
0.330800872,0.097192349,C2
0.336580824,0.121555414,C2
0.314224081,0.077472365,C2
0.299896457,0.090752906,C2
0.264765751,0.072108474,C2
0.289088616,0.067098369,C2
0.39080276,0.122738727,C2
0.336193827,0.12484054,C2
0.328571165,0.126543426,C2
0.328348964,0.10746889,C2
0.305843736,0.089683648,C2
0.311189305,0.138269334,C2
0.314843565,0.150877724,C2
0.339264792,0.158181878,C2
0.335728299,0.145054245,C2
0.303293786,0.209080695,C2
0.328771254,0.222958361,C2
0.361842648,0.169413841,C2
