x,y,class
0.438644875,0.585674391,C1
0.404765196,0.670452131,C1
0.458806426,0.618227412,C1
0.40417482,0.629331777,C1
0.42910347,0.606313954,C1
0.403876612,0.623630892,C1
0.44625437,0.67717925,C1
0.458348397,0.683686356,C1
0.442632088,0.666613251,C1
0.475181137,0.690999414,C1
0.451717367,0.649608457,C1
0.422816479,0.697323267,C1
0.356674374,0.650950766,C1
0.491252731,0.689112752,C1
0.45093512,0.745903291,C1
0.439112562,0.685591354,C1
0.51448615,0.701118739,C1
0.495573592,0.67286082,C1
0.436462726,0.683059127,C1
0.467356608,0.753029264,C1
0.531620498,0.720431279,C1
0.489500447,0.704152887,C1
0.511709624,0.752156107,C1
0.492178092,0.755809043,C1
0.497214316,0.700268682,C1
0.47569173,0.759762899,C1
0.527239124,0.76880634,C1
0.487491164,0.72054046,C1
0.481743989,0.734094003,C1
0.482545833,0.692682011,C1
0.520099603,0.71419432,C1
0.505889832,0.756343121,C1
0.524853942,0.790418957,C1
0.534767874,0.745198596,C1
0.49297423,0.767506494,C1
0.5135131,0.751979385,C1
0.493565308,0.744927485,C1
0.494733575,0.733571569,C1
0.524573624,0.693446941,C1
0.502238021,0.736325062,C1
0.456759597,0.711317248,C1
0.48763367,0.718820273,C1
0.501368533,0.735091301,C1
0.486641546,0.728324038,C1
0.453407573,0.722907269,C1
0.453811169,0.710020517,C1
0.462240807,0.742380903,C1
0.414684,0.703874009,C1
0.437960868,0.78483863,C1
0.401132569,0.681272732,C1
0.388684869,0.737894702,C1
0.378727338,0.716232868,C1
0.374363478,0.716870609,C1
0.391253037,0.6970917,C1
0.361296805,0.729311092,C1
0.360319205,0.692024817,C1
0.373442295,0.662558758,C1
0.376809797,0.650706571,C1
0.351431264,0.678664156,C1
0.352845551,0.69583264,C1
0.383917574,0.702567305,C1
0.332882052,0.643440859,C1
0.350605327,0.701013062,C1
0.300724867,0.666553131,C1
0.301639835,0.667914622,C1
0.327698727,0.641356071,C1
0.348729258,0.666730202,C1
0.305973559,0.631766111,C1
0.292451768,0.701289751,C1
0.302499841,0.575846167,C1
0.270459258,0.611852757,C1
0.277842214,0.653660343,C1
0.321435753,0.656614697,C1
0.252858429,0.618575255,C1
0.322141795,0.611209331,C1
0.286096691,0.595757714,C1
0.262865542,0.603868854,C1
0.323627525,0.587025771,C1
0.279870899,0.561874117,C1
0.264436149,0.555440216,C1
0.25230061,0.557858273,C1
0.268803658,0.570473651,C1
0.273893894,0.534368353,C1
0.264847617,0.549685989,C1
0.281852401,0.579887604,C1
0.249404359,0.563370311,C1
0.241956385,0.566852113,C1
0.270794058,0.580337949,C1
0.281443673,0.549744465,C1
0.222970845,0.581937123,C1
0.268525108,0.554155229,C1
0.224471969,0.588862158,C1
0.242429053,0.557658299,C1
0.236493099,0.555074479,C1
0.24497688,0.547680032,C1
0.278340064,0.551478796,C1
0.250046571,0.570179659,C1
0.316216001,0.666436576,C1
0.290796433,0.590276605,C1
0.30589731,0.637535495,C1
0.280352887,0.675828387,C1
0.285876589,0.681311217,C1
0.298558494,0.65740106,C1
0.373254176,0.695912114,C1
0.383411858,0.782534642,C1
0.399533805,0.727412781,C1
0.404119225,0.760197858,C1
0.386380348,0.731872176,C1
0.400203072,0.707891625,C1
0.501841639,0.78232604,C1
0.46561959,0.780550182,C1
0.502877889,0.757719541,C1
0.472165631,0.758450498,C1
0.445443773,0.76575957,C1
0.457445044,0.80094034,C1
0.515162119,0.782049077,C1
0.478958163,0.791597192,C1
0.51412093,0.830014985,C1
0.519544162,0.839410362,C1
0.535972601,0.776950995,C1
0.551472286,0.777078954,C1
0.561477362,0.763598946,C1
0.55128257,0.782888439,C1
0.529964403,0.808689135,C1
0.531341801,0.765421615,C1
0.566377877,0.757319037,C1
0.514783336,0.811836194,C1
0.524448665,0.768313682,C1
0.50801563,0.774116914,C1
0.556174207,0.776319036,C1
0.522284777,0.788314113,C1
0.543703329,0.745617374,C1
0.554886332,0.762032298,C1
0.551247127,0.731318393,C1
0.490780921,0.681671011,C1
0.545326601,0.745120604,C1
0.563903298,0.704888584,C1
0.514439288,0.709283965,C1
0.590715584,0.786068915,C1
0.528963423,0.685654514,C1
0.566798842,0.654980777,C1
0.535896847,0.648007868,C1
0.489423165,0.636472654,C1
0.520207753,0.681950185,C1
0.572906489,0.65686116,C1
0.455159965,0.662144883,C1
0.498839518,0.572822753,C1
0.464461171,0.578649038,C1
0.505282919,0.57401971,C1
0.513078705,0.58791135,C1
0.489213876,0.611723677,C1
0.446989048,0.535724881,C1
0.478810044,0.540986308,C1
0.402309933,0.552489045,C1
0.49660022,0.567307543,C1
0.48323317,0.556877177,C1
0.480993805,0.579035449,C1
0.430712151,0.521267226,C1
0.44600423,0.517104547,C1
0.428577418,0.511411474,C1
0.428590297,0.52063052,C1
0.437198845,0.49945895,C1
0.461247747,0.516727117,C1
0.387679197,0.465902626,C1
0.386918812,0.470556803,C1
0.346313454,0.409962054,C1
0.328591847,0.469963691,C1
0.391172311,0.489143571,C1
0.385306652,0.462897085,C1
0.282278287,0.419093318,C1
0.288498797,0.455626039,C1
0.333191636,0.41671333,C1
0.337565548,0.429143528,C1
0.309343411,0.422914651,C1
0.298401828,0.398031946,C1
0.284943078,0.435443124,C1
0.250935375,0.375979462,C1
0.253595143,0.395798137,C1
0.258918334,0.372106641,C1
0.298698972,0.38600615,C1
0.235096084,0.409267819,C1
0.214925355,0.342745935,C1
0.236435684,0.301001563,C1
0.225899898,0.391300349,C1
0.201221202,0.344128995,C1
0.218854018,0.38999658,C1
0.205924454,0.335201583,C1
0.185471825,0.335697627,C1
0.181586137,0.351502149,C1
0.170895219,0.337888949,C1
0.192553505,0.341790967,C1
0.196029214,0.3436796,C1
0.136442245,0.352137081,C1
0.156658828,0.311929315,C1
0.176515754,0.361655509,C1
0.149057858,0.340892253,C1
0.177002275,0.327548351,C1
0.153117413,0.35929896,C1
0.182868485,0.357340262,C1
0.142964594,0.351353199,C1
0.150397747,0.359681449,C1
0.21050541,0.380593414,C1
0.167769757,0.339645055,C1
0.152330323,0.338956927,C1
0.216535089,0.321863031,C1
0.264773958,0.140678708,C2
0.273858383,0.158352624,C2
0.285740966,0.133453942,C2
0.321260274,0.181572723,C2
0.288509865,0.113564839,C2
0.288818915,0.144591536,C2
0.314534365,0.107628107,C2
0.273410924,0.158540473,C2
0.275789843,0.102041727,C2
0.286310568,0.166983123,C2
0.315378708,0.138980456,C2
0.235929171,0.142319933,C2
0.293232006,0.130300855,C2
0.375737074,0.202200582,C2
0.366179235,0.116331899,C2
0.376577897,0.177170859,C2
0.378504344,0.144830956,C2
0.328090099,0.215446778,C2
0.373613036,0.137529553,C2
0.39504962,0.179169428,C2
0.428674047,0.197602748,C2
0.340702357,0.192319293,C2
0.439724733,0.219104389,C2
0.360474247,0.172458386,C2
0.448921045,0.254054775,C2
0.427504682,0.206813764,C2
0.396314673,0.208038234,C2
0.441857615,0.246460772,C2
0.439667018,0.182762174,C2
0.369370686,0.225614136,C2
0.46139502,0.182965872,C2
0.497369432,0.201004436,C2
0.508547478,0.184044022,C2
0.504652605,0.241831799,C2
0.461752962,0.179858546,C2
0.461220571,0.243160896,C2
0.513041389,0.233311844,C2
0.524539537,0.216769766,C2
0.525502871,0.228453473,C2
0.524631628,0.27872425,C2
0.487412262,0.266938714,C2
0.496823596,0.238189707,C2
0.530532753,0.272143547,C2
0.551500255,0.293374535,C2
0.582221222,0.278996226,C2
0.547261303,0.243260474,C2
0.555149469,0.302287755,C2
0.598054383,0.295631488,C2
0.640137952,0.316911673,C2
0.63424898,0.355075405,C2
0.631827186,0.316402097,C2
0.611457416,0.293619656,C2
0.590808624,0.340629519,C2
0.644339895,0.360365594,C2
0.69919998,0.383187023,C2
0.699712491,0.383027175,C2
0.725334878,0.402336484,C2
0.720061757,0.402442815,C2
0.666133732,0.429353755,C2
0.660934933,0.376433006,C2
0.730498888,0.470329836,C2
0.749726158,0.476819539,C2
0.764866457,0.437545012,C2
0.793066215,0.448682333,C2
0.739625875,0.422902474,C2
0.805598201,0.432003932,C2
0.765128701,0.502729552,C2
0.814020365,0.465703036,C2
0.797066281,0.483713309,C2
0.763869247,0.558478728,C2
0.804979465,0.502930648,C2
0.859496662,0.502598519,C2
0.780525588,0.492680854,C2
0.755472506,0.545459323,C2
0.755616131,0.59942033,C2
0.805420206,0.560286024,C2
0.771730471,0.600946147,C2
0.812786255,0.523671068,C2
0.837794577,0.554462735,C2
0.813014204,0.550939255,C2
0.821023883,0.586977924,C2
0.83466984,0.556584354,C2
0.850327471,0.567494914,C2
0.777602319,0.593946081,C2
0.793321581,0.56103385,C2
0.816149955,0.481980003,C2
0.750818368,0.512254642,C2
0.789871486,0.552860441,C2
0.76997046,0.514341906,C2
0.779982653,0.5312422,C2
0.710300548,0.467284618,C2
0.727150994,0.427354186,C2
0.710792577,0.451656509,C2
0.713153572,0.471706182,C2
0.726384903,0.412987068,C2
0.67470008,0.464176649,C2
0.656952715,0.388652539,C2
0.668803787,0.40591367,C2
0.597521295,0.377008097,C2
0.64602468,0.401440433,C2
0.59433314,0.35989503,C2
0.623774515,0.403264002,C2
0.598466416,0.352494904,C2
0.627667307,0.304303139,C2
0.600095782,0.344952831,C2
0.58311647,0.368450077,C2
0.602130421,0.316210095,C2
0.590290261,0.319008804,C2
0.555895425,0.275537208,C2
0.578407548,0.276002937,C2
0.520479345,0.293451984,C2
0.555795242,0.2900019,C2
0.55528536,0.294480588,C2
0.580029227,0.266130781,C2
0.539630237,0.250539511,C2
0.531187207,0.260673333,C2
0.490660761,0.203961294,C2
0.536941426,0.273947098,C2
0.531384401,0.245699134,C2
0.523251922,0.23237872,C2
0.459340478,0.314161787,C2
0.476864384,0.274089375,C2
0.524436908,0.284848765,C2
0.459765831,0.256564495,C2
0.501377535,0.328675516,C2
0.487034032,0.282295758,C2
0.497043113,0.332603985,C2
0.501376047,0.336365667,C2
0.529854073,0.316085663,C2
0.528582042,0.31686546,C2
0.548518382,0.273496577,C2
0.555634897,0.29608295,C2
0.53427729,0.35143388,C2
0.523133895,0.368484519,C2
0.551901693,0.365647036,C2
0.520571886,0.353280524,C2
0.536216925,0.37449117,C2
0.555407574,0.378277829,C2
0.5964304,0.423858629,C2
0.591997964,0.452711078,C2
0.591440579,0.424865695,C2
0.647223065,0.371113344,C2
0.648227903,0.388882614,C2
0.592754408,0.403584333,C2
0.67947629,0.490881899,C2
0.604315274,0.512737146,C2
0.670633816,0.475674261,C2
0.679173121,0.515472945,C2
0.650515279,0.426873692,C2
0.666484774,0.498591622,C2
0.713541016,0.517944292,C2
0.718042192,0.512679191,C2
0.694135002,0.484908004,C2
0.679287613,0.517326399,C2
0.704198223,0.487729518,C2
0.676420013,0.522564699,C2
0.732003539,0.523851457,C2
0.71893941,0.51806864,C2
0.723057392,0.503170706,C2
0.675637908,0.531080041,C2
0.706022647,0.537316812,C2
0.708078348,0.534081385,C2
0.766515349,0.546203418,C2
0.747645498,0.525673588,C2
0.788879186,0.597093605,C2
0.778580975,0.559881917,C2
0.732716885,0.598413095,C2
0.735092578,0.571734114,C2
0.787114941,0.550823531,C2
0.786129181,0.583757106,C2
0.810766146,0.562809324,C2
0.76909034,0.550484041,C2
0.77790398,0.529078302,C2
0.762016872,0.536667754,C2
0.771195235,0.529062032,C2
0.829138633,0.497706785,C2
0.77711315,0.487562696,C2
0.800652145,0.501131964,C2
0.802385806,0.534778724,C2
0.76131385,0.482580752,C2
0.812252371,0.402141307,C2
0.818284476,0.43278217,C2
0.797221864,0.453465109,C2
0.781416829,0.378305514,C2
0.781012719,0.43241577,C2
0.783874957,0.441345935,C2
0.733358592,0.328208257,C2
0.724355564,0.336275334,C2
0.779580155,0.392498355,C2
0.77528592,0.316482958,C2
0.798815309,0.343853729,C2
0.794647103,0.325174716,C2
0.743300572,0.297845143,C2
0.740682421,0.289223262,C2
0.762612497,0.30357421,C2
0.694607866,0.336923183,C2
0.709408323,0.267555001,C2
0.768005096,0.23906344,C2
0.703139199,0.254381871,C2
0.676239745,0.273676962,C2
0.693989229,0.247952994,C2
0.707100461,0.331419939,C2
0.72067267,0.243869453,C2
0.679452084,0.229450614,C2
0.647140661,0.225904082,C2
0.667529474,0.277140615,C2
0.601837087,0.306381395,C2
0.683051425,0.245732906,C2
0.655161781,0.204217149,C2
0.652555086,0.214682213,C2
0.614763603,0.189405861,C2
0.608296872,0.23929191,C2
0.664710427,0.202054582,C2
0.606463526,0.203817219,C2
0.604204677,0.211854705,C2
0.69505489,0.259535369,C2
0.515069069,0.177228295,C2
0.582059961,0.198018695,C2
0.551850263,0.19318953,C2
0.561194542,0.188623519,C2
0.572101732,0.140416938,C2
0.579046421,0.139498299,C2
0.53930607,0.129106569,C2
0.523822186,0.131197914,C2
0.567484925,0.142282763,C2
0.492032128,0.159749596,C2
0.504391243,0.145306816,C2
0.498241983,0.15154209,C2
0.467408909,0.12736902,C2
0.45028004,0.132895682,C2
0.413529845,0.103723144,C2
0.489822846,0.142417811,C2
0.475217617,0.137715938,C2
0.455285483,0.129821463,C2
0.450603998,0.116353841,C2
0.406955498,0.160240939,C2
0.452551533,0.082503712,C2
0.405910182,0.150303692,C2
0.419673451,0.156109488,C2
0.43862832,0.134845544,C2
0.350509847,0.100473935,C2
0.40608123,0.111573101,C2
0.41512367,0.13376577,C2
0.403810873,0.108405377,C2
0.422577343,0.15602155,C2
0.381681552,0.124666292,C2
0.372535408,0.149974349,C2
0.433741576,0.194543777,C2
0.383515463,0.124799831,C2
0.352822114,0.197593613,C2
0.401544899,0.188178704,C2
0.376851084,0.147915281,C2
0.410328633,0.229378835,C2
0.368854616,0.261757772,C2
0.377163455,0.19312921,C2
0.345976698,0.278065312,C2
0.381697842,0.235790493,C2
0.417900578,0.185471415,C2
0.43524863,0.260483061,C2
0.354483637,0.268699562,C2
0.45090621,0.247324963,C2
0.402898485,0.294852728,C2
0.41808452,0.209888769,C2
0.42058729,0.250552589,C2
0.429135689,0.331053611,C2
0.523402077,0.2938846,C2
0.451279611,0.284736892,C2
0.4680454,0.341239302,C2
0.423898568,0.310686587,C2
0.488234803,0.307787128,C2
0.526266093,0.375922947,C2
0.543971922,0.376996564,C2
0.517280677,0.374993795,C2
0.57598703,0.359405482,C2
0.57890474,0.341127625,C2
0.533163217,0.394133795,C2
0.560088563,0.427128347,C2
0.583125769,0.483533681,C2
0.572067127,0.435696274,C2
0.525126709,0.425005159,C2
0.609850525,0.434518083,C2
0.607945619,0.452744992,C2
0.638952241,0.490310848,C2
0.638531601,0.51810296,C2
0.617899419,0.520002859,C2
0.590067907,0.505954376,C2
0.653340984,0.398329114,C2
0.616458704,0.485880968,C2
0.679352675,0.501228315,C2
0.665760348,0.508898049,C2
0.651686731,0.519480663,C2
0.655424809,0.494782234,C2
0.631905112,0.505268522,C2
0.630879267,0.560725927,C2
0.733288659,0.549571217,C2
0.694275656,0.609357138,C2
0.713899301,0.529341189,C2
0.685087412,0.532545448,C2
0.685727598,0.556772977,C2
0.716134797,0.621433908,C2
0.70606648,0.58391389,C2
0.720163402,0.573415924,C2
0.68190204,0.685445472,C2
0.718541861,0.579756587,C2
0.749524565,0.566893779,C2
0.727744804,0.607375768,C2
0.72634489,0.61519514,C2
0.730919823,0.572418758,C2
0.789112787,0.661562264,C2
0.72668976,0.590476976,C2
0.77077381,0.643500332,C2
0.71560326,0.566476191,C2
0.705287648,0.634111511,C2
0.71891212,0.635272765,C2
0.75641548,0.639596437,C2
0.764172336,0.62022285,C2
0.793411759,0.628006872,C2
0.743409907,0.626524335,C2
0.795452108,0.656639172,C2
0.686006093,0.594148616,C2
0.710359306,0.603799988,C2
0.75377746,0.675283517,C2
0.748928345,0.59057896,C2
0.732136217,0.638650936,C2
